id,data_venda,cliente,vendedor,produto,categoria,fornecedor,quantidade,valor_venda,valor_custo
4596,2021-08-17,Kauã Cunha,MARCELO WITEMBERG,REVIVALS,GAMES,BRAZUCA JOGOS,4,145.0,57.0
4597,2023-09-05,Rafaela Ferreira,SILVIO BAHIANA,DESKTOP A5 HP,INFORMATICA,HP,1,1300.0,700.0
4598,2022-09-11,Tânia Melo,CARLOS SENRA,MOCHILA NOTEBOOK 17 POL,INFORMATICA,GENIUS,5,139.0,91.0
4599,2020-07-27,Joao Barros,RODRIGO BIO,SONY I7,INFORMATICA,SONY,4,2500.0,1300.0
4600,2019-05-26,Julia Cavalcanti,JOAO NUNES,JOGOS VORAZES,LIVROS,EDITORA LELIVROS,3,45.0,22.0
4601,2021-11-01,Daniel Cardoso,EDUARDO SANTOS,HD 3T SAMSUNG,INFORMATICA,SAMSUNG,5,700.0,300.0
4602,2022-04-11,Thaís Almeida,HERMES MACEDO,TECLADO WIRELESS,INFORMATICA,GENIUS,2,89.0,70.0
4603,2022-05-10,Emilly Fernandes,MARCELO WITEMBERG,IPOD NANO 16,INFORMATICA,APPLE,2,300.0,110.0
4604,2018-08-23,Felipe Carvalho,CLARA MAFRA,JUICER WALLITA,ELETRODOMESTICOS,WALLITA,2,450.0,367.0
4605,2020-02-02,Joao Fernandes,EDUARDO SANTOS,SAO PAULO / LONDRINA,PASSAGENS,LINHAS BRASIL EXPRESS,2,310.0,280.0
4606,2021-08-05,João Pereira,LILIAN SALINAS,GALAXY NOTE,INFORMATICA,SAMSUNG,2,2900.0,1542.0
4607,2021-12-24,Carlos Cunha,RENATA MONTEIRO,MESA JANTAR 6 LUGARES,MOVEIS,BRASIL MADEIRAS,2,2500.0,1900.0
4608,2020-09-10,Leonardo Martins,SERGIO AGUDO,CAMA CASAL,MOVEIS,BRASIL MADEIRAS,2,1000.0,752.0
4609,2021-05-08,Arthur Araujo,PEDRO NUNES,PENDRIVE 32 MULTILASER,INFORMATICA,MULTILASER,4,50.0,25.0
4610,2020-07-06,Caio Barbosa,SILVIO BAHIANA,SAO PAULO / ROMA,PASSAGENS,LINHAS INTERNACIONAIS EURO,3,2800.0,2400.0
4611,2018-04-13,Kauã Castro,DEBORA ALMEIDA,GRAVITACIONAL,DVDS,STUDIOS CALIFORNIA,5,78.0,37.0
4612,2018-04-02,Breno Correia,FABIO AUGUSTO,SAO PAULO / ROMA,PASSAGENS,LINHAS INTERNACIONAIS EURO,5,2800.0,2400.0
4613,2019-07-11,Vinicius Goncalves,RODRIGO BIO,TABLET 10 LENOVO,INFORMATICA,LENOVO,3,800.0,650.0
4614,2023-11-12,Beatriz Lima,GERALDO FRANCISCO,EXCHANGE 2014,LIVROS,MICROSOFT,3,130.0,90.0
4615,2022-06-10,Giovanna Oliveira,CARLOS SENRA,JUICER WALLITA,ELETRODOMESTICOS,WALLITA,3,450.0,367.0
4616,2021-10-23,Giovanna Rocha,RENE CHIARI,MEMORIA DDR 3 8GB,INFORMATICA,VISION,5,90.0,50.0
4617,2018-09-26,Diego Correia,RAFAELA LIMA,SAO PAULO / SALVADOR,PASSAGENS,LINHAS AÃ‰REAS BRAZUCA,2,450.0,400.0
4618,2020-05-20,Luís Araujo,RENE CHIARI,SONY I5,INFORMATICA,SONY,2,1800.0,800.0
4619,2021-03-21,Rodrigo Cavalcanti,JOAO NUNES,WARIO,GAMES,BILLZAR GAMES,5,145.0,78.0
4620,2022-09-03,Beatriz Correia,WALLACE MOREIRA,RIO DE JANEIRO / LIMA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,4,1900.0,1570.0
4621,2023-12-17,Luís Souza,TERESA CRISTINA,ESCOLINHA DO JUCA,DVDS,STUDIOS HOLLYWOOD,2,56.0,23.0
4622,2019-05-25,Danilo Pereira,MARCELO WITEMBERG,PHONE 5,CELULARES,APPLE,4,2500.0,1900.0
4623,2020-02-15,Sarah Almeida,JOAO NUNES,HOMEM DE AÇO,DVDS,STUDIOS CALIFORNIA,5,45.0,20.0
4624,2018-01-05,Luan Melo,DEBORA ALMEIDA,DIÁRIO ROMÂNTICO,DVDS,EM SPORTS,4,176.0,100.0
4625,2022-11-07,Anna Lima,DEBORA ALMEIDA,NOTEBOOK SONY AWS,INFORMATICA,SONY,4,2750.0,2400.0
4626,2023-02-14,Sophia Goncalves,DAVID BORGES,A CULPA É DAS ESTRELAS,LIVROS,EDITORA LELIVROS,4,24.0,12.0
4627,2023-05-15,Ágatha Correia,PILAR SANCHES,TV LED 42 SAMSUNG,TV E AUDIO,SAMSUNG,2,2200.0,1354.0
4628,2018-04-18,Pedro Alves,SERGIO AGUDO,SAMSUNG XY 4,CELULARES,SAMSUNG,1,1200.0,965.0
4629,2018-03-20,Beatriz Souza,CELIA TAVARES,LEITOR DE CARTOES MULTILASER,INFORMATICA,MULTILASER,1,24.0,11.0
4630,2018-05-06,Emilly Castro,GERALDO FRANCISCO,C# PRATICO,LIVROS,MICROSOFT,4,60.0,45.0
4631,2021-09-11,Felipe Costa,TERESA CRISTINA,JUICER CCE,ELETRODOMESTICOS,CCE,3,430.0,347.0
4632,2020-04-05,Vinicius Fernandes,FABIO AUGUSTO,JUICER CCE,ELETRODOMESTICOS,CCE,2,430.0,347.0
4633,2020-04-04,Kaua Sousa,DAVID BORGES,O PATRÃO,DVDS,STUDIOS HB,4,78.0,50.0
4634,2019-08-08,Mateus Fernandes,CLARA MAFRA,DREAMC QUARTY,CELULARES,DREAMC,3,180.0,98.0
4635,2019-01-14,Emilly Santos,JOAO NUNES,PLAYSTATION 3,GAMES,SONY,3,980.0,590.0
4636,2020-02-06,Caio Almeida,PILAR SANCHES,CARTAO SD 128 GB SANDISK,INFORMATICA,SANDISK,3,156.0,99.0
4637,2022-12-14,Kauã Castro,RENE CHIARI,NOTEBOOK SONY AWS,INFORMATICA,SONY,3,2750.0,2400.0
4638,2020-04-08,Pedro Alves,GERALDO FRANCISCO,TABLET 7 LENOVO,INFORMATICA,LENOVO,3,600.0,450.0
4639,2022-10-26,Samuel Azevedo,PEDRO NUNES,TV LED 32 SAMSUNG,TV E AUDIO,SAMSUNG,1,1210.0,763.0
4640,2021-09-01,Rafael Fernandes,RENE CHIARI,PENDRIVE 32 MULTILASER,INFORMATICA,MULTILASER,3,50.0,25.0
4641,2021-04-10,Vitór Sousa,SERGIO AGUDO,TITANS,GAMES,BRAZUCA JOGOS,5,98.0,50.0
4642,2022-04-06,Renan Sousa,RODRIGO BIO,SAO PAULO / RECIFE,PASSAGENS,LINHAS AÃ‰REAS BRAZUCA,1,360.0,300.0
4643,2019-09-13,Luiz Costa,GERALDO FRANCISCO,HD 3T SAMSUNG,INFORMATICA,SAMSUNG,2,700.0,300.0
4644,2020-01-24,Vinicius Souza,CARLOS SENRA,NOTEBOOK SONY JK,INFORMATICA,SONY,1,2800.0,1999.0
4645,2020-02-18,Yasmin Ferreira,FABIO AUGUSTO,HOME THEATER LG,TV E AUDIO,LG,1,230.0,100.0
4646,2022-07-13,Mateus Ribeiro,LILIAN SALINAS,NOTEBOOK MSFT HIBR,INFORMATICA,MICROSOFT,4,4800.0,2999.0
4647,2022-04-15,Fábio Pereira,PEDRO NUNES,CAMA CASAL,MOVEIS,BRASIL MADEIRAS,2,1000.0,752.0
4648,2021-07-09,Caio Rocha,EDUARDO SANTOS,ROTEADOR 18 PORTAS,INFORMATICA,MULTILASER,5,300.0,110.0
4649,2018-10-18,Matheus Barros,CELIA TAVARES,MENTES CRIMINOSAS,DVDS,STUDIOS CALIFORNIA,2,210.0,130.0
4650,2018-11-24,Evelyn Souza,JOAO NUNES,NOTEBOOK HP INOVE,INFORMATICA,HP,4,3300.0,2700.0
4651,2021-08-17,Carlos Ferreira,TERESA CRISTINA,ADVANCED AZURE,LIVROS,MICROSOFT,2,70.0,55.0
4652,2021-06-21,Eduarda Melo,RAFAELA LIMA,LEITOR DE CARTOES MULTILASER,INFORMATICA,MULTILASER,4,24.0,11.0
4653,2023-09-06,Felipe Barbosa,JOAO NUNES,MAFIA,GAMES,BRAZUCA JOGOS,4,120.0,55.0
4654,2020-06-15,Kauã Fernandes,LILIAN SALINAS,DESKTOP A5 PH,INFORMATICA,PHILIPS,3,1300.0,700.0
4655,2023-02-11,Bruna Rocha,DEBORA ALMEIDA,IPOD NANO 16,INFORMATICA,APPLE,4,300.0,110.0
4656,2018-08-24,Tomás Melo,CARLOS SENRA,NOTEBOOK SONY AWS,INFORMATICA,SONY,1,2750.0,2400.0
4657,2019-12-06,Emilly Rodrigues,RODRIGO BIO,TV LED 42 SAMSUNG,TV E AUDIO,SAMSUNG,4,2200.0,1354.0
4658,2023-08-15,Eduardo Carvalho,GERALDO FRANCISCO,XTG SOUND,CELULARES,GFORCE,1,320.0,190.0
4659,2021-04-08,Paulo Martins,RODRIGO BIO,NOTEBOOK HP ONE,INFORMATICA,HP,2,1870.0,1300.0
4660,2022-03-21,Thaís Oliveira,ANTONIO JESUS,SAO PAULO / ROMA,PASSAGENS,LINHAS INTERNACIONAIS EURO,3,2800.0,2400.0
4661,2023-05-25,Martim Barros,DEBORA ALMEIDA,FANTASY STAR,GAMES,JOGAR GAMES,2,89.0,30.0
4662,2018-08-14,Eduardo Fernandes,FABIO AUGUSTO,REVIVALS,GAMES,BRAZUCA JOGOS,3,145.0,57.0
4663,2020-07-17,Thiago Pereira,RENATA MONTEIRO,MAFIA,GAMES,BRAZUCA JOGOS,2,120.0,55.0
4664,2022-04-18,Bruna Melo,EDUARDO SANTOS,RIO DE JANEIRO / CURITIBA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,5,450.0,400.0
4665,2020-03-20,Lucas Gomes,PILAR SANCHES,PENDRIVE 128,INFORMATICA,SONY,5,146.0,100.0
4666,2018-07-15,Luan Santos,CELIA TAVARES,SONY I5,INFORMATICA,SONY,1,1800.0,800.0
4667,2023-02-20,Marcos Dias,TERESA CRISTINA,FREEZER 300L BRASTEMP,ELETRODOMESTICOS,BRASTEMP,2,1800.0,986.0
4668,2021-05-20,Eduardo Fernandes,CELIA TAVARES,NOKIA ASHA 501,CELULARES,NOKIA,2,600.0,320.0
4669,2020-09-07,Estevan Castro,CLARA MAFRA,TV LED 42 SAMSUNG,TV E AUDIO,SAMSUNG,1,2200.0,1354.0
4670,2018-05-22,Thaís Santos,DEBORA ALMEIDA,SAO PAULO / RECIFE,PASSAGENS,LINHAS AÃ‰REAS BRAZUCA,1,360.0,300.0
4671,2023-03-21,Luan Melo,CELIA TAVARES,A CASA,DVDS,STUDIOS HOLLYWOOD,2,299.0,140.0
4672,2020-08-25,Gabrielle Correia,SERGIO AGUDO,DIÁRIO ROMÂNTICO,DVDS,EM SPORTS,4,176.0,100.0
4673,2020-01-17,Sophia Correia,RENE CHIARI,FREEZER 300L BRASTEMP,ELETRODOMESTICOS,BRASTEMP,3,1800.0,986.0
4674,2021-12-22,Leonardo Oliveira,CELIA TAVARES,IPAD 64,INFORMATICA,APPLE,1,2500.0,1700.0
4675,2020-04-04,Lucas Pinto,PEDRO NUNES,HD 1T,INFORMATICA,MULTILASER,4,290.0,150.0
4676,2021-07-16,Arthur Martins,JOAO NUNES,RIO DE JANEIRO / LONDRINA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,2,430.0,390.0
4677,2019-11-13,Thiago Silva,HERMES MACEDO,SAMSUNG E1203,CELULARES,SAMSUNG,3,560.0,385.0
4678,2021-03-06,Julieta Melo,CELIA TAVARES,DESKTOP P5 HP,INFORMATICA,HP,3,1400.0,980.0
4679,2023-05-25,Marisa Barbosa,PEDRO NUNES,DESKTOP A5 PH,INFORMATICA,PHILIPS,1,1300.0,700.0
4680,2023-09-16,Aline Pinto,ANTONIO JESUS,JUICER CCE,ELETRODOMESTICOS,CCE,4,430.0,347.0
4681,2022-12-23,Paulo Cavalcanti,PILAR SANCHES,SAO PAULO / LIMA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,4,1900.0,1830.0
4682,2018-11-03,Isabelle Rocha,SERGIO AGUDO,RIO DE JANEIRO / CAMPINAS,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,1,250.0,210.0
4683,2021-06-18,Gustavo Goncalves,DAVID BORGES,BARCO DE PEDRA,LIVROS,EDITORA AMAZONIA,3,37.0,20.0
4684,2023-07-18,Isabelle Rocha,CELIA TAVARES,DESKTOP P5 PH,INFORMATICA,PHILIPS,2,1400.0,980.0
4685,2022-12-24,Arthur Castro,FABIO AUGUSTO,MEMORIA DDR 3 16GB,INFORMATICA,VISION,3,140.0,75.0
4686,2019-11-09,Alex Barros,SERGIO AGUDO,NOKIA ASHA 501,CELULARES,NOKIA,3,600.0,320.0
4687,2019-03-09,Arthur Pinto,RODRIGO MARQUES,CAVALEIRO DOS 7 REINOS,LIVROS,EDITORA LELIVROS,3,30.0,15.0
4688,2021-11-21,Manuela Goncalves,PILAR SANCHES,DESKTOP A5 HP,INFORMATICA,HP,3,1300.0,890.0
4689,2021-01-27,Tânia Pinto,RODRIGO MARQUES,HD 2T SAMSUNG,INFORMATICA,SAMSUNG,4,550.0,200.0
4690,2021-05-11,Leonardo Ferreira,RODRIGO MARQUES,JUICER ARNO,ELETRODOMESTICOS,ARNO,4,450.0,367.0
4691,2023-06-04,Clara Souza,CELIA TAVARES,RACK TV MOGNO,MOVEIS,BRASIL MADEIRAS,3,1500.0,1087.0
4692,2022-12-14,Thaís Pereira,DEBORA ALMEIDA,SMART TV PANASONIC 32,TV E AUDIO,PANASONIC,3,1099.0,700.0
4693,2023-03-13,Arthur Lima,EDUARDO SANTOS,VINGANÇA,DVDS,STUDIOS CALIFORNIA,4,45.0,20.0
4694,2020-02-24,Leonor Alves,TERESA CRISTINA,SAO PAULO / GOIANIA,PASSAGENS,LINHAS AÃ‰REAS BRAZUCA,5,400.0,360.0
4695,2018-05-19,Carlos Rocha,MARCELO WITEMBERG,PC DUAL CORE,INFORMATICA,PHILIPS,5,1350.0,890.0
4696,2021-12-09,Erick Gomes,HERMES MACEDO,A VIDA SECRETA,DVDS,EM SPORTS,3,37.0,21.0
4697,2021-05-10,Júlio Pinto,PILAR SANCHES,JUST DANCE,GAMES,BILLZAR GAMES,3,99.0,34.0
4698,2021-06-09,Rafaela Gomes,PILAR SANCHES,FAMILIA PARATTO,DVDS,EM SPORTS,2,134.0,100.0
4699,2022-02-21,Alex Barros,ANTONIO JESUS,TECLADO WIRELESS MULTILASER,INFORMATICA,MULTILASER,4,120.0,90.0
4700,2022-11-20,Julieta Melo,RAFAELA LIMA,MIXER BRITANIA,ELETRODOMESTICOS,BRITANIA,5,90.0,68.0
4701,2022-02-09,Lucas Almeida,GERALDO FRANCISCO,SMART TV PANASONIC 52,TV E AUDIO,PANASONIC,4,4200.0,3800.0
4702,2023-07-25,Isabelle Castro,CELIA TAVARES,CAVALEIRO DOS 7 REINOS,LIVROS,EDITORA LELIVROS,4,30.0,15.0
4703,2019-09-22,Vinicius Rocha,RODRIGO BIO,DESKTOP I3,INFORMATICA,ACER,3,1800.0,986.0
4704,2018-09-16,José Santos,RODRIGO BIO,NOKIA ASHA 501,CELULARES,NOKIA,3,600.0,320.0
4705,2021-01-07,Thaís Almeida,RODRIGO MARQUES,TECLADO WIRELESS MULTILASER,INFORMATICA,MULTILASER,1,120.0,90.0
4706,2022-05-10,Eduarda Goncalves,FABIO AUGUSTO,DREAMC VGA,CELULARES,DREAMC,5,150.0,79.0
4707,2022-03-06,Julieta Melo,CELIA TAVARES,DESKTOP A5 ML,INFORMATICA,MULTILASER,2,1300.0,890.0
4708,2020-08-20,Lucas Almeida,GERALDO FRANCISCO,NOTEBOOK LN 17,INFORMATICA,LENOVO,4,2100.0,1700.0
4709,2019-01-13,Murilo Silva,RODRIGO MARQUES,GALAXY TAB 10,INFORMATICA,SAMSUNG,3,2300.0,750.0
4710,2021-08-24,Marina Barbosa,CARLOS SENRA,RIO DE JANEIRO / LONDRINA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,4,430.0,390.0
4711,2022-07-23,Kai Correia,RODRIGO MARQUES,TV LED 50 LG,TV E AUDIO,LG,1,3100.0,2900.0
4712,2019-08-25,Isabela Costa,SERGIO AGUDO,SAO PAULO / LIMA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,2,1900.0,1830.0
4713,2019-08-24,Kauan Azevedo,GERALDO FRANCISCO,PENDRIVE 64,INFORMATICA,PHILIPS,1,80.0,45.0
4714,2023-03-21,Kaua Cardoso,RENE CHIARI,XTG E1,CELULARES,GFORCE,3,300.0,200.0
4715,2023-07-26,Felipe Silva,MARCELO WITEMBERG,LAVA LOUCAS CCE,ELETRODOMESTICOS,CCE,4,3600.0,2745.0
4716,2018-02-26,Erick Rodrigues,DAVID BORGES,PENDRIVE 64,INFORMATICA,PHILIPS,3,80.0,45.0
4717,2020-06-09,Bruna Ribeiro,TERESA CRISTINA,FANTASY STAR,GAMES,JOGAR GAMES,2,89.0,30.0
4718,2021-06-16,Julia Almeida,FABIO AUGUSTO,MESA DE CENTRO,MOVEIS,MOVEIS VAREJÃƒO,1,500.0,350.0
4719,2023-08-09,Nicolas Oliveira,SILVIO BAHIANA,TV LED 42 LG,TV E AUDIO,LG,2,2000.0,1620.0
4720,2023-11-08,Danilo Ferreira,DAVID BORGES,NOTEBOOK SONY AWS,INFORMATICA,SONY,4,2750.0,2400.0
4721,2018-07-27,Samuel Dias,LILIAN SALINAS,IPAD 32,INFORMATICA,APPLE,2,1900.0,1300.0
4722,2023-07-13,Vinicius Barros,MARCELO WITEMBERG,HOME THEATER PANASONIC,TV E AUDIO,PANASONIC,5,245.0,150.0
4723,2023-06-11,Júlia Santos,ANTONIO JESUS,ESCOLINHA DO JUCA,DVDS,STUDIOS HOLLYWOOD,2,56.0,23.0
4724,2020-05-02,Vitor Fernandes,CELIA TAVARES,MP4 32 GB SONY,INFORMATICA,SONY,3,240.0,120.0
4725,2018-11-18,Luan Costa,RODRIGO BIO,CARREGADOR UNIVERSAL NOKIA,CELULARES,NOKIA,1,100.0,60.0
4726,2021-06-13,Luiz Fernandes,DAVID BORGES,MOTO G5,CELULARES,MOTOROLA,2,679.0,465.0
4727,2018-11-05,Carolina Goncalves,CARLOS SENRA,JOGOS MALÉFICOS,DVDS,STUDIOS CALIFORNIA,2,38.0,23.0
4728,2020-02-01,Miguel Silva,MARCELO WITEMBERG,PANIFICADORA BRITANIA,ELETRODOMESTICOS,BRITANIA,2,250.0,130.0
4729,2023-02-01,Murilo Carvalho,RENATA MONTEIRO,CASTELVANIA,GAMES,JOGAR GAMES,4,120.0,53.0
4730,2022-02-03,Marisa Barbosa,RODRIGO MARQUES,IPAD 64,INFORMATICA,APPLE,1,2500.0,1700.0
4731,2020-09-01,Estevan Araujo,WALLACE MOREIRA,DESKTOP A5 ML,INFORMATICA,MULTILASER,4,1300.0,890.0
4732,2019-02-14,Vitór Rocha,PEDRO NUNES,MEMORIA DDR 3 16GB,INFORMATICA,VISION,3,140.0,75.0
4733,2021-08-18,Vitória Rocha,RODRIGO BIO,SAO PAULO / LIMA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,5,1900.0,1830.0
4734,2021-10-04,Cauã Azevedo,SERGIO AGUDO,RIO DE JANEIRO / RECIFE,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,2,560.0,500.0
4735,2023-05-12,Eduardo Ferreira,CLARA MAFRA,O SENHOR DO CRIME,LIVROS,EDITORA AMAZONIA,3,199.0,120.0
4736,2022-11-04,Sophia Alves,MARCELO WITEMBERG,NOTEBOOK MSFT 17,INFORMATICA,MICROSOFT,4,3100.0,2700.0
4737,2023-12-05,Bruno Dias,GERALDO FRANCISCO,XTG E1,CELULARES,GFORCE,3,300.0,200.0
4738,2023-08-19,Breno Goncalves,EDUARDO SANTOS,CARTAO SD 32 GB SANDISK,INFORMATICA,SANDISK,3,32.0,15.0
4739,2023-01-03,Luis Castro,LILIAN SALINAS,SAO PAULO / CURITIBA,PASSAGENS,LINHAS BRASIL EXPRESS,1,300.0,260.0
4740,2021-01-09,Marina Oliveira,LILIAN SALINAS,RIO DE JANEIRO / LONDRINA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,4,430.0,390.0
4741,2023-04-01,Victor Rodrigues,HERMES MACEDO,HOMEM DE AÇO,DVDS,STUDIOS CALIFORNIA,4,45.0,20.0
4742,2023-08-27,Isabela Lima,EDUARDO SANTOS,FAMILIA PARATTO,DVDS,EM SPORTS,4,134.0,100.0
4743,2019-02-26,Fernanda Gomes,CLARA MAFRA,HOME THEATER PANASONIC,TV E AUDIO,PANASONIC,3,245.0,150.0
4744,2020-03-13,João Ribeiro,RENATA MONTEIRO,RIO DE JANEIRO / RECIFE,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,2,560.0,500.0
4745,2020-11-06,Leonor Santos,FABIO AUGUSTO,TV LED 50 SONY,TV E AUDIO,SONY,5,3200.0,2465.0
4746,2019-04-26,Evelyn Fernandes,PEDRO NUNES,SONY I7,INFORMATICA,SONY,2,2500.0,1300.0
4747,2020-05-10,Luiz Fernandes,LILIAN SALINAS,IPAD 64,INFORMATICA,APPLE,4,2500.0,1700.0
4748,2021-12-18,Cauã Azevedo,FABIO AUGUSTO,NOTEBOOK SONY JK,INFORMATICA,SONY,2,2800.0,1999.0
4749,2021-10-27,Nicolash Goncalves,MARCELO WITEMBERG,RIO DE JANEIRO / MIAMI,PASSAGENS,AMERICA LINES EXPRESS,4,1900.0,1763.0
4750,2022-08-18,Danilo Ferreira,RAFAELA LIMA,HD 3T SAMSUNG,INFORMATICA,SAMSUNG,5,700.0,300.0
4751,2020-03-08,Nicolash Ribeiro,GERALDO FRANCISCO,JOGOS VORAZES,LIVROS,EDITORA LELIVROS,3,45.0,22.0
4752,2021-06-03,Julian Sousa,PEDRO NUNES,TV 3D SONY 42,TV E AUDIO,SONY,2,3100.0,2684.0
4753,2021-09-10,Vinícius Barros,CELIA TAVARES,TV LED 42 SONY,TV E AUDIO,SONY,4,2000.0,1420.0
4754,2018-08-15,José Fernandes,WALLACE MOREIRA,SOCCER 2018,GAMES,JOGAR GAMES,4,145.0,76.0
4755,2018-01-06,Miguel Pinto,PEDRO NUNES,LG OPTIMUS,CELULARES,LG,4,890.0,500.0
4756,2022-07-15,Maria Lima,PEDRO NUNES,RIO DE JANEIRO / MIAMI,PASSAGENS,AMERICA LINES EXPRESS,2,1900.0,1763.0
4757,2021-10-09,Rodrigo Cardoso,MARCELO WITEMBERG,ADVANCED AZURE,LIVROS,MICROSOFT,4,70.0,55.0
4758,2018-03-21,Carolina Rodrigues,MARCELO WITEMBERG,SMART TV SAMSUNG 52,TV E AUDIO,SAMSUNG,2,4300.0,3800.0
4759,2020-05-10,Gustavo Cardoso,RENATA MONTEIRO,MICROONDAS BRASTEMP,ELETRODOMESTICOS,BRASTEMP,2,600.0,412.0
4760,2018-09-18,Camila Ribeiro,SILVIO BAHIANA,NOTEBOOK MSFT 17,INFORMATICA,MICROSOFT,4,3100.0,2700.0
4761,2023-11-10,Tânia Melo,MARCELO WITEMBERG,DINOSSAUROS,DVDS,STUDIOS HB,4,40.0,18.0
4762,2021-02-14,Luana Azevedo,EDUARDO SANTOS,SONY I5,INFORMATICA,SONY,4,1800.0,800.0
4763,2018-06-15,Joao Fernandes,SERGIO AGUDO,SAO PAULO / BELO HORIZONTE,PASSAGENS,LINHAS BRASIL EXPRESS,2,250.0,200.0
4764,2018-04-24,Marina Barros,MARCELO WITEMBERG,CAVALEIROS DE PRATA,GAMES,BILLZAR GAMES,1,145.0,89.0
4765,2020-09-07,Vitória Azevedo,RODRIGO BIO,SAO PAULO / MADRID,PASSAGENS,LINHAS INTERNACIONAIS EURO,4,2700.0,2350.0
4766,2020-07-22,Rodrigo Castro,SERGIO AGUDO,IPOD NANO 32,INFORMATICA,APPLE,3,450.0,320.0
4767,2020-10-16,Amanda Ferreira,CELIA TAVARES,O SUPER-HERÓI,DVDS,STUDIOS HB,4,45.0,20.0
4768,2021-01-13,Luiza Alves,EDUARDO SANTOS,TV LED 42 CCE,TV E AUDIO,CCE,5,1600.0,800.0
4769,2023-10-26,Gustavo Goncalves,RODRIGO BIO,RIO DE JANEIRO / MADRID,PASSAGENS,LINHAS INTERNACIONAIS EURO,5,1800.0,1623.0
4770,2019-07-09,Ágatha Almeida,PILAR SANCHES,NOTEBOOK LN 17,INFORMATICA,LENOVO,5,2100.0,1700.0
4771,2023-04-09,Cauã Araujo,ANTONIO JESUS,HD 3T,INFORMATICA,MULTILASER,4,760.0,390.0
4772,2021-10-20,Livia Almeida,GERALDO FRANCISCO,CHAPA A GAS GANCA,ELETRODOMESTICOS,GANCA,4,1800.0,985.0
4773,2021-08-19,Rodrigo Barbosa,RAFAELA LIMA,PLAYSTATION 3,GAMES,SONY,4,980.0,590.0
4774,2022-10-24,Guilherme Fernandes,RENATA MONTEIRO,A CASA,DVDS,STUDIOS HOLLYWOOD,5,299.0,140.0
4775,2021-05-16,Rodrigo Castro,PEDRO NUNES,SAMSUNG XY 4,CELULARES,SAMSUNG,4,1200.0,965.0
4776,2018-11-22,Eduardo Rocha,WALLACE MOREIRA,UM CASO PERDIDO,LIVROS,EDITORA LELIVROS,4,56.0,20.0
4777,2018-08-02,Larissa Rodrigues,SILVIO BAHIANA,RACK TV MOGNO,MOVEIS,BRASIL MADEIRAS,3,1500.0,1087.0
4778,2022-11-19,Cauã Pereira,CLARA MAFRA,PENDRIVE 64 ML,INFORMATICA,MULTILASER,4,85.0,40.0
4779,2023-09-11,Martim Barros,SERGIO AGUDO,JUICER ARNO,ELETRODOMESTICOS,ARNO,4,450.0,367.0
4780,2022-01-03,Samuel Gomes,ANTONIO JESUS,CASOAS ANTIGOS,DVDS,EM SPORTS,1,37.0,20.0
4781,2023-04-03,Lara Melo,SILVIO BAHIANA,ADAPTADOR WIRELESS,INFORMATICA,ACER,3,89.0,60.0
4782,2023-06-03,Nicolash Cunha,EDUARDO SANTOS,DESKTOP 17,INFORMATICA,ACER,5,2300.0,1800.0
4783,2019-10-03,Kauã Barros,RODRIGO MARQUES,NOTEBOOK LN 15,INFORMATICA,LENOVO,1,1500.0,800.0
4784,2018-07-02,Rebeca Carvalho,GERALDO FRANCISCO,HD 3T,INFORMATICA,MULTILASER,1,760.0,390.0
4785,2018-05-12,Livia Pinto,DAVID BORGES,DIÁRIO ROMÂNTICO,DVDS,EM SPORTS,4,176.0,100.0
4786,2020-05-07,Enzo Dias,TERESA CRISTINA,SAO PAULO / CURITIBA,PASSAGENS,LINHAS BRASIL EXPRESS,5,300.0,260.0
4787,2019-11-01,Júlio Cunha,RENE CHIARI,CAVALEIRO DAS TREVAS,GAMES,BILLZAR GAMES,3,110.0,50.0
4788,2023-11-20,José Melo,RENE CHIARI,LAVA LOUCAS BRASTEMP,ELETRODOMESTICOS,BRASTEMP,3,3500.0,2945.0
4789,2020-09-26,Estevan Cardoso,CELIA TAVARES,LIQUIDIFICADOR WALLITA,ELETRODOMESTICOS,WALLITA,4,90.0,75.0
4790,2023-01-24,Vitoria Barbosa,DAVID BORGES,RIO DE JANEIRO / LONDRINA,PASSAGENS,LINHAS LATINAS DE AVIÃ•ES,2,430.0,390.0
4791,2023-12-27,Sophia Sousa,CELIA TAVARES,A TEORIA,DVDS,STUDIOS CALIFORNIA,5,198.0,130.0
4792,2019-09-21,Camila Santos,RENE CHIARI,SAMSUNG DUOS,CELULARES,SAMSUNG,3,1100.0,750.0
4793,2018-09-19,Beatriz Rocha,DEBORA ALMEIDA,TITANS,GAMES,BRAZUCA JOGOS,4,98.0,50.0
4794,2023-08-24,Ana Fernandes,CELIA TAVARES,CASTELVANIA,GAMES,JOGAR GAMES,4,120.0,53.0
